"Step","train/loss","fresh-mountain-14 - train/loss__MIN","fresh-mountain-14 - train/loss__MAX","eval/loss","fresh-mountain-14 - eval/loss__MIN","fresh-mountain-14 - eval/loss__MAX"
"6215","0.4809","0.4809","0.4809","","",""
"6216","2.4524","2.4524","2.4524","","",""
"6217","1.658","1.658","1.658","","",""
"6218","2.2491","2.2491","2.2491","","",""
"6219","2.0374","2.0374","2.0374","","",""
"6220","1.9912","1.9912","1.9912","","",""
"6221","1.7376","1.7376","1.7376","","",""
"6222","1.6669","1.6669","1.6669","","",""
"6223","1.9648","1.9648","1.9648","","",""
"6224","0.2891","0.2891","0.2891","","",""
"6225","1.9679","1.9679","1.9679","","",""
"6226","1.669","1.669","1.669","","",""
"6227","1.9061","1.9061","1.9061","","",""
"6228","2.0837","2.0837","2.0837","","",""
"6229","2.0585","2.0585","2.0585","","",""
"6230","2.5857","2.5857","2.5857","","",""
"6231","2.0632","2.0632","2.0632","","",""
"6232","1.7129","1.7129","1.7129","","",""
"6233","1.5813","1.5813","1.5813","","",""
"6234","1.8076","1.8076","1.8076","","",""
"6235","2.0101","2.0101","2.0101","","",""
"6236","1.7862","1.7862","1.7862","","",""
"6237","2.1232","2.1232","2.1232","","",""
"6238","1.5514","1.5514","1.5514","","",""
"6239","2.1085","2.1085","2.1085","","",""
"6240","1.9567","1.9567","1.9567","","",""
"6241","1.92","1.92","1.92","","",""
"6242","2.0259","2.0259","2.0259","","",""
"6243","1.7343","1.7343","1.7343","","",""
"6244","1.8677","1.8677","1.8677","","",""
"6245","1.9734","1.9734","1.9734","","",""
"6246","2.1267","2.1267","2.1267","","",""
"6247","1.7931","1.7931","1.7931","","",""
"6248","1.5392","1.5392","1.5392","","",""
"6249","2.2803","2.2803","2.2803","","",""
"6250","1.5863","1.5863","1.5863","","",""
"6251","1.8457","1.8457","1.8457","","",""
"6252","2.5182","2.5182","2.5182","","",""
"6253","1.4846","1.4846","1.4846","","",""
"6254","1.5457","1.5457","1.5457","","",""
"6255","1.9052","1.9052","1.9052","","",""
"6256","1.9737","1.9737","1.9737","","",""
"6257","2.2613","2.2613","2.2613","","",""
"6258","1.8546","1.8546","1.8546","","",""
"6259","1.3564","1.3564","1.3564","","",""
"6260","2.2314","2.2314","2.2314","","",""
"6261","2.231","2.231","2.231","","",""
"6262","1.6135","1.6135","1.6135","","",""
"6263","1.6642","1.6642","1.6642","","",""
"6264","1.6949","1.6949","1.6949","","",""
"6265","1.478","1.478","1.478","","",""
"6266","1.9589","1.9589","1.9589","","",""
"6267","2.117","2.117","2.117","","",""
"6268","1.157","1.157","1.157","","",""
"6269","1.3915","1.3915","1.3915","","",""
"6270","1.4528","1.4528","1.4528","","",""
"6271","2.3193","2.3193","2.3193","","",""
"6272","2.3467","2.3467","2.3467","","",""
"6273","2.0749","2.0749","2.0749","","",""
"6274","2.4543","2.4543","2.4543","","",""
"6275","2.4882","2.4882","2.4882","","",""
"6276","2.0211","2.0211","2.0211","","",""
"6277","2.4805","2.4805","2.4805","","",""
"6278","1.5144","1.5144","1.5144","","",""
"6279","1.7783","1.7783","1.7783","","",""
"6280","2.0524","2.0524","2.0524","","",""
"6281","2.2244","2.2244","2.2244","","",""
"6282","1.5408","1.5408","1.5408","","",""
"6283","2.1586","2.1586","2.1586","","",""
"6284","0.8979","0.8979","0.8979","","",""
"6285","1.687","1.687","1.687","","",""
"6286","1.8294","1.8294","1.8294","","",""
"6287","2.3415","2.3415","2.3415","","",""
"6288","1.6196","1.6196","1.6196","","",""
"6289","1.2731","1.2731","1.2731","","",""
"6290","1.4973","1.4973","1.4973","","",""
"6291","1.1307","1.1307","1.1307","","",""
"6292","1.912","1.912","1.912","","",""
"6293","0.9596","0.9596","0.9596","","",""
"6294","1.8841","1.8841","1.8841","","",""
"6295","1.3413","1.3413","1.3413","","",""
"6296","1.0535","1.0535","1.0535","","",""
"6297","1.0883","1.0883","1.0883","","",""
"6298","1.929","1.929","1.929","","",""
"6299","1.8441","1.8441","1.8441","","",""
"6300","2.2199","2.2199","2.2199","","",""
"6301","2.1456","2.1456","2.1456","","",""
"6302","1.7671","1.7671","1.7671","","",""
"6303","2.0661","2.0661","2.0661","","",""
"6304","1.4226","1.4226","1.4226","","",""
"6305","1.6562","1.6562","1.6562","","",""
"6306","2.2392","2.2392","2.2392","","",""
"6307","1.8472","1.8472","1.8472","","",""
"6308","1.7391","1.7391","1.7391","","",""
"6309","1.8246","1.8246","1.8246","","",""
"6310","2.9191","2.9191","2.9191","","",""
"6311","1.2521","1.2521","1.2521","","",""
"6312","2.0377","2.0377","2.0377","","",""
"6313","1.4194","1.4194","1.4194","","",""
"6314","1.9811","1.9811","1.9811","","",""
"6315","1.2028","1.2028","1.2028","","",""
"6316","0.8832","0.8832","0.8832","","",""
"6317","1.8251","1.8251","1.8251","","",""
"6318","2.1777","2.1777","2.1777","","",""
"6319","1.5547","1.5547","1.5547","","",""
"6320","1.0261","1.0261","1.0261","","",""
"6321","1.4884","1.4884","1.4884","","",""
"6322","1.0199","1.0199","1.0199","","",""
"6323","1.9189","1.9189","1.9189","","",""
"6324","1.7096","1.7096","1.7096","","",""
"6325","2.0388","2.0388","2.0388","","",""
"6326","1.0746","1.0746","1.0746","","",""
"6327","2.5391","2.5391","2.5391","","",""
"6328","0.5597","0.5597","0.5597","","",""
"6329","1.6936","1.6936","1.6936","","",""
"6330","2.6298","2.6298","2.6298","","",""
"6331","2.0785","2.0785","2.0785","","",""
"6332","2.165","2.165","2.165","","",""
"6333","1.5001","1.5001","1.5001","","",""
"6334","1.8237","1.8237","1.8237","","",""
"6335","2.1123","2.1123","2.1123","","",""
"6336","1.8519","1.8519","1.8519","","",""
"6337","0.9285","0.9285","0.9285","","",""
"6338","0.7049","0.7049","0.7049","","",""
"6339","2.7989","2.7989","2.7989","","",""
"6340","1.1461","1.1461","1.1461","","",""
"6341","1.3326","1.3326","1.3326","","",""
"6342","2.1855","2.1855","2.1855","","",""
"6343","1.4156","1.4156","1.4156","","",""
"6344","1.6158","1.6158","1.6158","","",""
"6345","1.868","1.868","1.868","","",""
"6346","1.1479","1.1479","1.1479","","",""
"6347","1.8391","1.8391","1.8391","","",""
"6348","1.5732","1.5732","1.5732","","",""
"6349","2.2266","2.2266","2.2266","","",""
"6350","0.6544","0.6544","0.6544","","",""
"6351","1.7196","1.7196","1.7196","","",""
"6352","1.6453","1.6453","1.6453","","",""
"6353","1.7226","1.7226","1.7226","","",""
"6354","0.7754","0.7754","0.7754","","",""
"6355","1.5638","1.5638","1.5638","","",""
"6356","1.4573","1.4573","1.4573","","",""
"6357","2.1449","2.1449","2.1449","","",""
"6358","1.4627","1.4627","1.4627","","",""
"6359","1.4067","1.4067","1.4067","","",""
"6360","1.3414","1.3414","1.3414","","",""
"6361","0.5676","0.5676","0.5676","","",""
"6362","2.2473","2.2473","2.2473","","",""
"6363","1.3708","1.3708","1.3708","","",""
"6364","1.672","1.672","1.672","","",""
"6365","2.1447","2.1447","2.1447","","",""
"6366","1.0751","1.0751","1.0751","","",""
"6367","0.5156","0.5156","0.5156","","",""
"6368","1.3035","1.3035","1.3035","","",""
"6369","1.8349","1.8349","1.8349","","",""
"6370","1.6917","1.6917","1.6917","","",""
"6371","1.4828","1.4828","1.4828","","",""
"6372","1.2241","1.2241","1.2241","","",""
"6373","1.7441","1.7441","1.7441","","",""
"6374","2.0718","2.0718","2.0718","","",""
"6375","1.2728","1.2728","1.2728","","",""
"6376","1.4054","1.4054","1.4054","","",""
"6377","1.8193","1.8193","1.8193","","",""
"6378","1.3261","1.3261","1.3261","","",""
"6379","0.9792","0.9792","0.9792","","",""
"6380","2.0344","2.0344","2.0344","","",""
"6381","1.0595","1.0595","1.0595","","",""
"6382","1.8822","1.8822","1.8822","","",""
"6383","1.0478","1.0478","1.0478","","",""
"6384","1.869","1.869","1.869","","",""
"6385","0.9033","0.9033","0.9033","","",""
"6386","1.7706","1.7706","1.7706","","",""
"6387","1.8569","1.8569","1.8569","","",""
"6388","1.3268","1.3268","1.3268","","",""
"6389","1.8512","1.8512","1.8512","","",""
"6390","2.1944","2.1944","2.1944","","",""
"6391","1.4311","1.4311","1.4311","","",""
"6392","0.6353","0.6353","0.6353","","",""
"6393","0.7689","0.7689","0.7689","","",""
"6394","0.9081","0.9081","0.9081","","",""
"6395","1.5318","1.5318","1.5318","","",""
"6396","1.1546","1.1546","1.1546","","",""
"6397","0.7588","0.7588","0.7588","","",""
"6398","0.6889","0.6889","0.6889","","",""
"6399","1.1993","1.1993","1.1993","","",""
"6400","1.0014","1.0014","1.0014","","",""
"6401","1.2527","1.2527","1.2527","","",""
"6402","0.8718","0.8718","0.8718","","",""
"6403","2.2556","2.2556","2.2556","","",""
"6404","2.1124","2.1124","2.1124","","",""
"6405","1.2486","1.2486","1.2486","","",""
"6406","2.1332","2.1332","2.1332","","",""
"6407","1.4181","1.4181","1.4181","","",""
"6408","0.1896","0.1896","0.1896","","",""
"6409","1.0459","1.0459","1.0459","","",""
"6410","0.5924","0.5924","0.5924","","",""
"6411","1.2901","1.2901","1.2901","","",""
"6412","1.3643","1.3643","1.3643","","",""
"6413","1.2872","1.2872","1.2872","","",""
"6414","0.8505","0.8505","0.8505","","",""
"6415","1.4938","1.4938","1.4938","","",""
"6416","1.263","1.263","1.263","","",""
"6417","0.2509","0.2509","0.2509","","",""
"6418","1.5405","1.5405","1.5405","","",""
"6419","1.067","1.067","1.067","","",""
"6420","2.466","2.466","2.466","","",""
"6421","1.8174","1.8174","1.8174","","",""
"6422","1.8151","1.8151","1.8151","","",""
"6423","1.6606","1.6606","1.6606","","",""
"6424","2.3632","2.3632","2.3632","","",""
"6425","1.1188","1.1188","1.1188","","",""
"6426","1.949","1.949","1.949","","",""
"6427","1.6763","1.6763","1.6763","","",""
"6428","1.5706","1.5706","1.5706","","",""
"6429","1.3328","1.3328","1.3328","","",""
"6430","2.1482","2.1482","2.1482","","",""
"6431","1.7839","1.7839","1.7839","","",""
"6432","1.4947","1.4947","1.4947","","",""
"6433","2.3749","2.3749","2.3749","","",""
"6434","1.3494","1.3494","1.3494","","",""
"6435","1.6705","1.6705","1.6705","","",""
"6436","1.7029","1.7029","1.7029","","",""
"6437","1.7588","1.7588","1.7588","","",""
"6438","1.4406","1.4406","1.4406","","",""
"6439","1.9068","1.9068","1.9068","","",""
"6440","2.1042","2.1042","2.1042","","",""
"6441","0.9257","0.9257","0.9257","","",""
"6442","1.779","1.779","1.779","","",""
"6443","1.4162","1.4162","1.4162","","",""
"6444","1.7677","1.7677","1.7677","","",""
"6445","2.4971","2.4971","2.4971","","",""
"6446","1.2561","1.2561","1.2561","","",""
"6447","1.9383","1.9383","1.9383","","",""
"6448","1.4036","1.4036","1.4036","","",""
"6449","1.8212","1.8212","1.8212","","",""
"6450","2.0133","2.0133","2.0133","","",""
"6451","2.2336","2.2336","2.2336","","",""
"6452","1.8036","1.8036","1.8036","","",""
"6453","1.0877","1.0877","1.0877","","",""
"6454","1.6679","1.6679","1.6679","","",""
"6455","1.8311","1.8311","1.8311","","",""
"6456","1.418","1.418","1.418","","",""
"6457","1.617","1.617","1.617","","",""
"6458","1.6077","1.6077","1.6077","","",""
"6459","1.5258","1.5258","1.5258","","",""
"6460","1.7064","1.7064","1.7064","","",""
"6461","2.2006","2.2006","2.2006","","",""
"6462","1.7669","1.7669","1.7669","","",""
"6463","1.9748","1.9748","1.9748","","",""
"6464","1.2679","1.2679","1.2679","","",""
"6465","1.7462","1.7462","1.7462","","",""
"6466","1.3492","1.3492","1.3492","","",""
"6467","1.4808","1.4808","1.4808","","",""
"6468","1.7444","1.7444","1.7444","","",""
"6469","1.0922","1.0922","1.0922","","",""
"6470","1.3859","1.3859","1.3859","","",""
"6471","2.2554","2.2554","2.2554","","",""
"6472","2.4504","2.4504","2.4504","","",""
"6473","1.5399","1.5399","1.5399","","",""
"6474","1.3113","1.3113","1.3113","","",""
"6475","1.7348","1.7348","1.7348","","",""
"6476","1.4479","1.4479","1.4479","","",""
"6477","1.5739","1.5739","1.5739","","",""
"6478","1.7528","1.7528","1.7528","","",""
"6479","2.217","2.217","2.217","","",""
"6480","1.749","1.749","1.749","","",""
"6481","2.0369","2.0369","2.0369","","",""
"6482","2.1208","2.1208","2.1208","","",""
"6483","1.6984","1.6984","1.6984","","",""
"6484","1.6035","1.6035","1.6035","","",""
"6485","2.0365","2.0365","2.0365","","",""
"6486","0.398","0.398","0.398","","",""
"6487","1.2563","1.2563","1.2563","","",""
"6488","1.9526","1.9526","1.9526","","",""
"6489","3.0364","3.0364","3.0364","","",""
"6490","1.3202","1.3202","1.3202","","",""
"6491","1.4454","1.4454","1.4454","","",""
"6492","2.2542","2.2542","2.2542","","",""
"6493","1.9303","1.9303","1.9303","","",""
"6494","1.7297","1.7297","1.7297","","",""
"6495","1.0388","1.0388","1.0388","","",""
"6496","0.7905","0.7905","0.7905","","",""
"6497","1.9232","1.9232","1.9232","","",""
"6498","0.6636","0.6636","0.6636","","",""
"6499","1.7125","1.7125","1.7125","","",""
"6500","2.6938","2.6938","2.6938","","",""
"6501","1.2191","1.2191","1.2191","","",""
"6502","1.2809","1.2809","1.2809","","",""
"6503","1.5309","1.5309","1.5309","","",""
"6504","2.0054","2.0054","2.0054","","",""
"6505","1.5873","1.5873","1.5873","","",""
"6506","1.3282","1.3282","1.3282","","",""
"6507","1.3759","1.3759","1.3759","","",""
"6508","1.5476","1.5476","1.5476","","",""
"6509","1.884","1.884","1.884","","",""
"6510","1.8691","1.8691","1.8691","","",""
"6511","1.7991","1.7991","1.7991","","",""
"6512","1.8402","1.8402","1.8402","","",""
"6513","1.0065","1.0065","1.0065","","",""
"6514","1.5323","1.5323","1.5323","","",""
"6515","1.8161","1.8161","1.8161","","",""
"6516","2.0178","2.0178","2.0178","","",""
"6517","1.9252","1.9252","1.9252","","",""
"6518","1.6935","1.6935","1.6935","","",""
"6519","1.6634","1.6634","1.6634","","",""
"6520","1.0977","1.0977","1.0977","","",""
"6521","1.4798","1.4798","1.4798","","",""
"6522","1.5492","1.5492","1.5492","","",""
"6523","2.5868","2.5868","2.5868","","",""
"6524","1.9086","1.9086","1.9086","","",""
"6525","1.5529","1.5529","1.5529","","",""
"6526","2.026","2.026","2.026","","",""
"6527","1.0596","1.0596","1.0596","","",""
"6528","0.8986","0.8986","0.8986","","",""
"6529","1.3142","1.3142","1.3142","","",""
"6530","1.5162","1.5162","1.5162","","",""
"6531","1.1198","1.1198","1.1198","","",""
"6532","0.4204","0.4204","0.4204","","",""
"6533","1.6606","1.6606","1.6606","","",""
"6534","2.9449","2.9449","2.9449","","",""
"6535","0.5574","0.5574","0.5574","","",""
"6536","1.947","1.947","1.947","","",""
"6537","1.802","1.802","1.802","","",""
"6538","1.1694","1.1694","1.1694","","",""
"6539","1.0797","1.0797","1.0797","","",""
"6540","2.3828","2.3828","2.3828","","",""
"6541","1.2595","1.2595","1.2595","","",""
"6542","1.7643","1.7643","1.7643","","",""
"6543","1.8496","1.8496","1.8496","","",""
"6544","1.7967","1.7967","1.7967","","",""
"6545","1.8471","1.8471","1.8471","","",""
"6546","1.371","1.371","1.371","","",""
"6547","1.3571","1.3571","1.3571","","",""
"6548","0.62","0.62","0.62","","",""
"6549","1.1127","1.1127","1.1127","","",""
"6550","0.857","0.857","0.857","","",""
"6551","2.3532","2.3532","2.3532","","",""
"6552","0.4115","0.4115","0.4115","","",""
"6553","1.1232","1.1232","1.1232","","",""
"6554","1.7753","1.7753","1.7753","","",""
"6555","1.2162","1.2162","1.2162","","",""
"6556","1.429","1.429","1.429","","",""
"6557","1.409","1.409","1.409","","",""
"6558","1.1497","1.1497","1.1497","","",""
"6559","1.3914","1.3914","1.3914","","",""
"6560","2.0641","2.0641","2.0641","","",""
"6561","0.52","0.52","0.52","","",""
"6562","2.1761","2.1761","2.1761","","",""
"6563","2.4857","2.4857","2.4857","","",""
"6564","1.1715","1.1715","1.1715","","",""
"6565","1.3113","1.3113","1.3113","","",""
"6566","0.9264","0.9264","0.9264","","",""
"6567","1.9836","1.9836","1.9836","","",""
"6568","1.0729","1.0729","1.0729","","",""
"6569","1.6552","1.6552","1.6552","","",""
"6570","1.1822","1.1822","1.1822","","",""
"6571","2.5245","2.5245","2.5245","","",""
"6572","0.6318","0.6318","0.6318","","",""
"6573","1.8659","1.8659","1.8659","","",""
"6574","0.9783","0.9783","0.9783","","",""
"6575","2.2917","2.2917","2.2917","","",""
"6576","1.6847","1.6847","1.6847","","",""
"6577","2.3181","2.3181","2.3181","","",""
"6578","1.201","1.201","1.201","","",""
"6579","1.0177","1.0177","1.0177","","",""
"6580","1.7503","1.7503","1.7503","","",""
"6581","1.2374","1.2374","1.2374","","",""
"6582","1.2635","1.2635","1.2635","","",""
"6583","1.0847","1.0847","1.0847","","",""
"6584","1.6008","1.6008","1.6008","","",""
"6585","1.8525","1.8525","1.8525","","",""
"6586","2.3464","2.3464","2.3464","","",""
"6587","1.632","1.632","1.632","","",""
"6588","1.6534","1.6534","1.6534","","",""
"6589","1.0468","1.0468","1.0468","","",""
"6590","0.9701","0.9701","0.9701","","",""
"6591","1.3751","1.3751","1.3751","","",""
"6592","0.6664","0.6664","0.6664","","",""
"6593","1.4683","1.4683","1.4683","","",""
"6594","1.5788","1.5788","1.5788","","",""
"6595","1.407","1.407","1.407","","",""
"6596","2.9055","2.9055","2.9055","","",""
"6597","0.4426","0.4426","0.4426","","",""
"6598","1.4159","1.4159","1.4159","","",""
"6599","0.2059","0.2059","0.2059","","",""
"6600","2.7899","2.7899","2.7899","","",""
"6601","1.8216","1.8216","1.8216","","",""
"6602","1.3635","1.3635","1.3635","","",""
"6603","0.9476","0.9476","0.9476","","",""
"6604","1.4048","1.4048","1.4048","","",""
"6605","0.9602","0.9602","0.9602","","",""
"6606","1.5454","1.5454","1.5454","","",""
"6607","1.3493","1.3493","1.3493","","",""
"6608","0.8908","0.8908","0.8908","","",""
"6609","1.1151","1.1151","1.1151","","",""
"6610","2.1612","2.1612","2.1612","","",""
"6611","","","","1.6003249883651733","1.6003249883651733","1.6003249883651733"
"6612","1.1597","1.1597","1.1597","","",""
"6613","1.2861","1.2861","1.2861","","",""
"6614","1.1206","1.1206","1.1206","","",""
"6615","1.0145","1.0145","1.0145","","",""
"6616","1.9227","1.9227","1.9227","","",""
"6617","1.5507","1.5507","1.5507","","",""
"6618","1.2874","1.2874","1.2874","","",""
"6619","1.0683","1.0683","1.0683","","",""
"6620","0.5517","0.5517","0.5517","","",""
"6621","0.7252","0.7252","0.7252","","",""
"6622","1.0565","1.0565","1.0565","","",""
"6623","1.1598","1.1598","1.1598","","",""
"6624","1.7506","1.7506","1.7506","","",""
"6625","1.2471","1.2471","1.2471","","",""
"6626","2.2843","2.2843","2.2843","","",""
"6627","2.3404","2.3404","2.3404","","",""
"6628","1.9757","1.9757","1.9757","","",""
"6629","1.4653","1.4653","1.4653","","",""
"6630","1.9663","1.9663","1.9663","","",""
"6631","1.934","1.934","1.934","","",""
"6632","2.1849","2.1849","2.1849","","",""
"6633","1.9009","1.9009","1.9009","","",""
"6634","1.5578","1.5578","1.5578","","",""
"6635","1.2612","1.2612","1.2612","","",""
"6636","2.2615","2.2615","2.2615","","",""
"6637","1.6074","1.6074","1.6074","","",""
"6638","1.188","1.188","1.188","","",""
"6639","1.8154","1.8154","1.8154","","",""
"6640","1.7698","1.7698","1.7698","","",""
"6641","1.8582","1.8582","1.8582","","",""
"6642","1.9113","1.9113","1.9113","","",""
"6643","2.0684","2.0684","2.0684","","",""
"6644","1.391","1.391","1.391","","",""
"6645","1.0892","1.0892","1.0892","","",""
"6646","1.7774","1.7774","1.7774","","",""
"6647","1.8937","1.8937","1.8937","","",""
"6648","1.6069","1.6069","1.6069","","",""
"6649","1.6726","1.6726","1.6726","","",""
"6650","1.6179","1.6179","1.6179","","",""
"6651","1.9805","1.9805","1.9805","","",""
"6652","1.7633","1.7633","1.7633","","",""
"6653","1.4526","1.4526","1.4526","","",""
"6654","1.1804","1.1804","1.1804","","",""
"6655","1.9132","1.9132","1.9132","","",""
"6656","2.5768","2.5768","2.5768","","",""
"6657","1.6822","1.6822","1.6822","","",""
"6658","1.5001","1.5001","1.5001","","",""
"6659","1.3816","1.3816","1.3816","","",""
"6660","2.2161","2.2161","2.2161","","",""
"6661","1.9287","1.9287","1.9287","","",""
"6662","2.0104","2.0104","2.0104","","",""
"6663","2.459","2.459","2.459","","",""
"6664","2.2023","2.2023","2.2023","","",""
"6665","1.8732","1.8732","1.8732","","",""
"6666","1.6303","1.6303","1.6303","","",""
"6667","1.7535","1.7535","1.7535","","",""
"6668","2.0493","2.0493","2.0493","","",""
"6669","1.4589","1.4589","1.4589","","",""
"6670","1.4312","1.4312","1.4312","","",""
"6671","0.8367","0.8367","0.8367","","",""
"6672","1.5512","1.5512","1.5512","","",""
"6673","2.0684","2.0684","2.0684","","",""
"6674","1.7831","1.7831","1.7831","","",""
"6675","1.7897","1.7897","1.7897","","",""
"6676","1.7299","1.7299","1.7299","","",""
"6677","1.2322","1.2322","1.2322","","",""
"6678","1.3706","1.3706","1.3706","","",""
"6679","2.7343","2.7343","2.7343","","",""
"6680","1.3266","1.3266","1.3266","","",""
"6681","1.8435","1.8435","1.8435","","",""
"6682","1.4697","1.4697","1.4697","","",""
"6683","2.0505","2.0505","2.0505","","",""
"6684","1.1338","1.1338","1.1338","","",""
"6685","1.5147","1.5147","1.5147","","",""
"6686","1.4414","1.4414","1.4414","","",""
"6687","1.8583","1.8583","1.8583","","",""
"6688","1.7716","1.7716","1.7716","","",""
"6689","1.6607","1.6607","1.6607","","",""
"6690","1.1318","1.1318","1.1318","","",""
"6691","1.9321","1.9321","1.9321","","",""
"6692","1.7969","1.7969","1.7969","","",""
"6693","1.2144","1.2144","1.2144","","",""
"6694","1.8639","1.8639","1.8639","","",""
"6695","1.4637","1.4637","1.4637","","",""
"6696","1.8522","1.8522","1.8522","","",""
"6697","1.3548","1.3548","1.3548","","",""
"6698","1.2354","1.2354","1.2354","","",""
"6699","2.1546","2.1546","2.1546","","",""
"6700","1.431","1.431","1.431","","",""
"6701","1.647","1.647","1.647","","",""
"6702","2.0265","2.0265","2.0265","","",""
"6703","1.3412","1.3412","1.3412","","",""
"6704","1.9819","1.9819","1.9819","","",""
"6705","1.7419","1.7419","1.7419","","",""
"6706","1.5619","1.5619","1.5619","","",""
"6707","1.7571","1.7571","1.7571","","",""
"6708","0.8059","0.8059","0.8059","","",""
"6709","1.9121","1.9121","1.9121","","",""
"6710","1.4824","1.4824","1.4824","","",""
"6711","1.2227","1.2227","1.2227","","",""
"6712","0.7773","0.7773","0.7773","","",""
"6713","1.1041","1.1041","1.1041","","",""
"6714","1.6152","1.6152","1.6152","","",""
"6715","1.4588","1.4588","1.4588","","",""
"6716","1.8276","1.8276","1.8276","","",""
"6717","2.0728","2.0728","2.0728","","",""
"6718","1.7771","1.7771","1.7771","","",""
"6719","1.4983","1.4983","1.4983","","",""
"6720","1.2172","1.2172","1.2172","","",""
"6721","1.8839","1.8839","1.8839","","",""
"6722","1.353","1.353","1.353","","",""
"6723","1.1392","1.1392","1.1392","","",""
"6724","2.1353","2.1353","2.1353","","",""
"6725","1.3203","1.3203","1.3203","","",""
"6726","1.0208","1.0208","1.0208","","",""
"6727","1.3292","1.3292","1.3292","","",""
"6728","1.1824","1.1824","1.1824","","",""
"6729","1.4162","1.4162","1.4162","","",""
"6730","1.7273","1.7273","1.7273","","",""
"6731","2.3715","2.3715","2.3715","","",""
"6732","2.1739","2.1739","2.1739","","",""
"6733","1.5802","1.5802","1.5802","","",""
"6734","1.989","1.989","1.989","","",""
"6735","1.6082","1.6082","1.6082","","",""
"6736","1.9062","1.9062","1.9062","","",""
"6737","1.6133","1.6133","1.6133","","",""
"6738","1.9323","1.9323","1.9323","","",""
"6739","1.7708","1.7708","1.7708","","",""
"6740","1.8279","1.8279","1.8279","","",""
"6741","2.0746","2.0746","2.0746","","",""
"6742","1.3942","1.3942","1.3942","","",""
"6743","1.1151","1.1151","1.1151","","",""
"6744","1.1363","1.1363","1.1363","","",""
"6745","1.3991","1.3991","1.3991","","",""
"6746","1.4375","1.4375","1.4375","","",""
"6747","1.2775","1.2775","1.2775","","",""
"6748","2.3188","2.3188","2.3188","","",""
"6749","2.8622","2.8622","2.8622","","",""
"6750","0.8331","0.8331","0.8331","","",""
"6751","1.1676","1.1676","1.1676","","",""
"6752","1.1618","1.1618","1.1618","","",""
"6753","1.5214","1.5214","1.5214","","",""
"6754","1.7933","1.7933","1.7933","","",""
"6755","1.4568","1.4568","1.4568","","",""
"6756","1.4038","1.4038","1.4038","","",""
"6757","1.6347","1.6347","1.6347","","",""
"6758","2.0316","2.0316","2.0316","","",""
"6759","1.0096","1.0096","1.0096","","",""
"6760","1.9237","1.9237","1.9237","","",""
"6761","2.064","2.064","2.064","","",""
"6762","2.0919","2.0919","2.0919","","",""
"6763","2.1888","2.1888","2.1888","","",""
"6764","1.6591","1.6591","1.6591","","",""
"6765","1.0995","1.0995","1.0995","","",""
"6766","1.327","1.327","1.327","","",""
"6767","0.9571","0.9571","0.9571","","",""
"6768","2.0606","2.0606","2.0606","","",""
"6769","1.7325","1.7325","1.7325","","",""
"6770","2.1346","2.1346","2.1346","","",""
"6771","1.1413","1.1413","1.1413","","",""
"6772","0.6603","0.6603","0.6603","","",""
"6773","2.0033","2.0033","2.0033","","",""
"6774","1.204","1.204","1.204","","",""
"6775","0.3586","0.3586","0.3586","","",""
"6776","1.3905","1.3905","1.3905","","",""
"6777","1.1523","1.1523","1.1523","","",""
"6778","1.6988","1.6988","1.6988","","",""
"6779","1.4526","1.4526","1.4526","","",""
"6780","2.0463","2.0463","2.0463","","",""
"6781","1.2384","1.2384","1.2384","","",""
"6782","1.6038","1.6038","1.6038","","",""
"6783","2.0304","2.0304","2.0304","","",""
"6784","1.5152","1.5152","1.5152","","",""
"6785","1.0492","1.0492","1.0492","","",""
"6786","1.2905","1.2905","1.2905","","",""
"6787","1.2814","1.2814","1.2814","","",""
"6788","1.1661","1.1661","1.1661","","",""
"6789","0.9962","0.9962","0.9962","","",""
"6790","1.1134","1.1134","1.1134","","",""
"6791","1.0206","1.0206","1.0206","","",""
"6792","2.2546","2.2546","2.2546","","",""
"6793","1.6446","1.6446","1.6446","","",""
"6794","1.6708","1.6708","1.6708","","",""
"6795","0.8268","0.8268","0.8268","","",""
"6796","2.3638","2.3638","2.3638","","",""
"6797","2.0505","2.0505","2.0505","","",""
"6798","0.2928","0.2928","0.2928","","",""
"6799","2.6437","2.6437","2.6437","","",""
"6800","2.3882","2.3882","2.3882","","",""
"6801","2.1954","2.1954","2.1954","","",""
"6802","1.6851","1.6851","1.6851","","",""
"6803","1.4376","1.4376","1.4376","","",""
"6804","1.1662","1.1662","1.1662","","",""
"6805","1.502","1.502","1.502","","",""
"6806","1.4443","1.4443","1.4443","","",""
"6807","1.0857","1.0857","1.0857","","",""
"6808","2.8598","2.8598","2.8598","","",""
"6809","2.4988","2.4988","2.4988","","",""
"6810","2.2614","2.2614","2.2614","","",""
"6811","3.0256","3.0256","3.0256","","",""
"6812","1.6731","1.6731","1.6731","","",""
"6813","1.2437","1.2437","1.2437","","",""
"6814","1.1385","1.1385","1.1385","","",""
"6815","0.7135","0.7135","0.7135","","",""
"6816","1.1895","1.1895","1.1895","","",""
"6817","0.121","0.121","0.121","","",""
"6818","1.0531","1.0531","1.0531","","",""
"6819","1.4015","1.4015","1.4015","","",""
"6820","2.0782","2.0782","2.0782","","",""
"6821","1.0383","1.0383","1.0383","","",""
"6822","1.1841","1.1841","1.1841","","",""
"6823","1.7203","1.7203","1.7203","","",""
"6824","3.0259","3.0259","3.0259","","",""
