"Step","train/loss","good-gorge-19 - train/loss__MIN","good-gorge-19 - train/loss__MAX","eval/loss","good-gorge-19 - eval/loss__MIN","good-gorge-19 - eval/loss__MAX"
"1242","1.2373","1.2373","1.2373","","",""
"1243","1.3635","1.3635","1.3635","","",""
"1244","1.5396","1.5396","1.5396","","",""
"1245","1.9143","1.9143","1.9143","","",""
"1246","1.7193","1.7193","1.7193","","",""
"1247","1.3593","1.3593","1.3593","","",""
"1248","0.9853","0.9853","0.9853","","",""
"1249","1.4347","1.4347","1.4347","","",""
"1250","0.8904","0.8904","0.8904","","",""
"1251","1.4186","1.4186","1.4186","","",""
"1252","0.9616","0.9616","0.9616","","",""
"1253","1.3878","1.3878","1.3878","","",""
"1254","1.7184","1.7184","1.7184","","",""
"1255","1.5146","1.5146","1.5146","","",""
"1256","1.6822","1.6822","1.6822","","",""
"1257","1.757","1.757","1.757","","",""
"1258","1.5567","1.5567","1.5567","","",""
"1259","0.8868","0.8868","0.8868","","",""
"1260","1.1917","1.1917","1.1917","","",""
"1261","1.4534","1.4534","1.4534","","",""
"1262","1.2079","1.2079","1.2079","","",""
"1263","1.8999","1.8999","1.8999","","",""
"1264","1.8107","1.8107","1.8107","","",""
"1265","1.3116","1.3116","1.3116","","",""
"1266","1.3323","1.3323","1.3323","","",""
"1267","1.8104","1.8104","1.8104","","",""
"1268","1.4275","1.4275","1.4275","","",""
"1269","1.8059","1.8059","1.8059","","",""
"1270","1.3605","1.3605","1.3605","","",""
"1271","1.4908","1.4908","1.4908","","",""
"1272","1.5122","1.5122","1.5122","","",""
"1273","1.7951","1.7951","1.7951","","",""
"1274","1.6645","1.6645","1.6645","","",""
"1275","1.5525","1.5525","1.5525","","",""
"1276","1.4414","1.4414","1.4414","","",""
"1277","1.5333","1.5333","1.5333","","",""
"1278","1.9436","1.9436","1.9436","","",""
"1279","1.9158","1.9158","1.9158","","",""
"1280","1.6934","1.6934","1.6934","","",""
"1281","1.411","1.411","1.411","","",""
"1282","1.327","1.327","1.327","","",""
"1283","0.7379","0.7379","0.7379","","",""
"1284","1.5473","1.5473","1.5473","","",""
"1285","0.6457","0.6457","0.6457","","",""
"1286","1.3507","1.3507","1.3507","","",""
"1287","1.3653","1.3653","1.3653","","",""
"1288","1.4809","1.4809","1.4809","","",""
"1289","1.3542","1.3542","1.3542","","",""
"1290","0.6306","0.6306","0.6306","","",""
"1291","1.5722","1.5722","1.5722","","",""
"1292","1.0782","1.0782","1.0782","","",""
"1293","1.6935","1.6935","1.6935","","",""
"1294","1.0636","1.0636","1.0636","","",""
"1295","0.6191","0.6191","0.6191","","",""
"1296","1.5693","1.5693","1.5693","","",""
"1297","0.6722","0.6722","0.6722","","",""
"1298","1.4132","1.4132","1.4132","","",""
"1299","1.5723","1.5723","1.5723","","",""
"1300","1.2488","1.2488","1.2488","","",""
"1301","0.7789","0.7789","0.7789","","",""
"1302","1.5868","1.5868","1.5868","","",""
"1303","1.6893","1.6893","1.6893","","",""
"1304","1.6385","1.6385","1.6385","","",""
"1305","1.7407","1.7407","1.7407","","",""
"1306","1.7107","1.7107","1.7107","","",""
"1307","0.6358","0.6358","0.6358","","",""
"1308","1.5717","1.5717","1.5717","","",""
"1309","1.7142","1.7142","1.7142","","",""
"1310","0.9157","0.9157","0.9157","","",""
"1311","0.7446","0.7446","0.7446","","",""
"1312","","","","1.619581699371338","1.619581699371338","1.619581699371338"
"1313","1.2755","1.2755","1.2755","","",""
"1314","1.6226","1.6226","1.6226","","",""
"1315","1.389","1.389","1.389","","",""
"1316","0.8043","0.8043","0.8043","","",""
"1317","1.2232","1.2232","1.2232","","",""
"1318","1.3481","1.3481","1.3481","","",""
"1319","1.849","1.849","1.849","","",""
"1320","1.2473","1.2473","1.2473","","",""
"1321","1.5827","1.5827","1.5827","","",""
"1322","1.3666","1.3666","1.3666","","",""
"1323","1.516","1.516","1.516","","",""
"1324","0.9066","0.9066","0.9066","","",""
"1325","1.6006","1.6006","1.6006","","",""
"1326","1.8092","1.8092","1.8092","","",""
"1327","1.83","1.83","1.83","","",""
"1328","1.6218","1.6218","1.6218","","",""
"1329","1.7707","1.7707","1.7707","","",""
"1330","0.9417","0.9417","0.9417","","",""
"1331","1.709","1.709","1.709","","",""
"1332","1.7627","1.7627","1.7627","","",""
"1333","1.5091","1.5091","1.5091","","",""
"1334","1.6502","1.6502","1.6502","","",""
"1335","1.3789","1.3789","1.3789","","",""
"1336","1.7434","1.7434","1.7434","","",""
"1337","0.746","0.746","0.746","","",""
"1338","1.594","1.594","1.594","","",""
"1339","0.9988","0.9988","0.9988","","",""
"1340","1.8966","1.8966","1.8966","","",""
"1341","0.6842","0.6842","0.6842","","",""
"1342","1.5621","1.5621","1.5621","","",""
"1343","2.4617","2.4617","2.4617","","",""
"1344","1.8938","1.8938","1.8938","","",""
"1345","1.5605","1.5605","1.5605","","",""
"1346","1.6031","1.6031","1.6031","","",""
"1347","1.9245","1.9245","1.9245","","",""
"1348","1.2822","1.2822","1.2822","","",""
"1349","1.7039","1.7039","1.7039","","",""
"1350","1.5012","1.5012","1.5012","","",""
"1351","1.7119","1.7119","1.7119","","",""
"1352","1.1268","1.1268","1.1268","","",""
"1353","1.3551","1.3551","1.3551","","",""
"1354","1.3161","1.3161","1.3161","","",""
"1355","1.6509","1.6509","1.6509","","",""
"1356","0.8856","0.8856","0.8856","","",""
"1357","1.3555","1.3555","1.3555","","",""
"1358","1.3693","1.3693","1.3693","","",""
"1359","1.2508","1.2508","1.2508","","",""
"1360","1.3689","1.3689","1.3689","","",""
"1361","0.8061","0.8061","0.8061","","",""
"1362","2.0403","2.0403","2.0403","","",""
"1363","1.5131","1.5131","1.5131","","",""
"1364","1.2806","1.2806","1.2806","","",""
"1365","1.2559","1.2559","1.2559","","",""
"1366","1.4559","1.4559","1.4559","","",""
"1367","1.8455","1.8455","1.8455","","",""
"1368","1.4866","1.4866","1.4866","","",""
"1369","1.5974","1.5974","1.5974","","",""
"1370","1.2973","1.2973","1.2973","","",""
"1371","1.7432","1.7432","1.7432","","",""
"1372","1.5251","1.5251","1.5251","","",""
"1373","1.3058","1.3058","1.3058","","",""
"1374","1.4871","1.4871","1.4871","","",""
"1375","1.289","1.289","1.289","","",""
"1376","1.5534","1.5534","1.5534","","",""
"1377","1.6878","1.6878","1.6878","","",""
"1378","1.8824","1.8824","1.8824","","",""
"1379","1.3922","1.3922","1.3922","","",""
"1380","1.5991","1.5991","1.5991","","",""
"1381","1.5147","1.5147","1.5147","","",""
"1382","0.8094","0.8094","0.8094","","",""
"1383","1.6296","1.6296","1.6296","","",""
"1384","0.62","0.62","0.62","","",""
"1385","1.8855","1.8855","1.8855","","",""
"1386","1.4173","1.4173","1.4173","","",""
"1387","1.5728","1.5728","1.5728","","",""
"1388","1.4901","1.4901","1.4901","","",""
"1389","1.2042","1.2042","1.2042","","",""
"1390","0.9535","0.9535","0.9535","","",""
"1391","0.8826","0.8826","0.8826","","",""
"1392","1.5584","1.5584","1.5584","","",""
"1393","1.9129","1.9129","1.9129","","",""
"1394","1.8881","1.8881","1.8881","","",""
"1395","1.7144","1.7144","1.7144","","",""
"1396","1.7107","1.7107","1.7107","","",""
"1397","1.4887","1.4887","1.4887","","",""
"1398","0.5527","0.5527","0.5527","","",""
"1399","1.579","1.579","1.579","","",""
"1400","1.718","1.718","1.718","","",""
"1401","1.5211","1.5211","1.5211","","",""
"1402","0.8258","0.8258","0.8258","","",""
"1403","0.6287","0.6287","0.6287","","",""
"1404","1.5191","1.5191","1.5191","","",""
"1405","1.3065","1.3065","1.3065","","",""
"1406","1.9501","1.9501","1.9501","","",""
"1407","1.4868","1.4868","1.4868","","",""
"1408","0.5875","0.5875","0.5875","","",""
"1409","1.461","1.461","1.461","","",""
"1410","1.6189","1.6189","1.6189","","",""
"1411","0.8124","0.8124","0.8124","","",""
"1412","1.7118","1.7118","1.7118","","",""
"1413","","","","1.613801121711731","1.613801121711731","1.613801121711731"
"1414","1.7122","1.7122","1.7122","","",""
"1415","1.1445","1.1445","1.1445","","",""
"1416","1.7245","1.7245","1.7245","","",""
"1417","1.5698","1.5698","1.5698","","",""
"1418","1.7729","1.7729","1.7729","","",""
"1419","1.5286","1.5286","1.5286","","",""
"1420","0.9165","0.9165","0.9165","","",""
"1421","1.1872","1.1872","1.1872","","",""
"1422","1.3264","1.3264","1.3264","","",""
"1423","1.4088","1.4088","1.4088","","",""
"1424","0.6531","0.6531","0.6531","","",""
"1425","0.6551","0.6551","0.6551","","",""
"1426","2.2413","2.2413","2.2413","","",""
"1427","1.1007","1.1007","1.1007","","",""
"1428","0.5293","0.5293","0.5293","","",""
"1429","1.5033","1.5033","1.5033","","",""
"1430","1.7024","1.7024","1.7024","","",""
"1431","0.9248","0.9248","0.9248","","",""
"1432","1.4734","1.4734","1.4734","","",""
"1433","1.6647","1.6647","1.6647","","",""
"1434","1.3234","1.3234","1.3234","","",""
"1435","1.225","1.225","1.225","","",""
"1436","1.4225","1.4225","1.4225","","",""
"1437","1.7362","1.7362","1.7362","","",""
"1438","0.694","0.694","0.694","","",""
"1439","0.8875","0.8875","0.8875","","",""
"1440","1.5512","1.5512","1.5512","","",""
"1441","0.7266","0.7266","0.7266","","",""
"1442","1.0121","1.0121","1.0121","","",""
"1443","1.345","1.345","1.345","","",""
"1444","1.2652","1.2652","1.2652","","",""
"1445","1.5677","1.5677","1.5677","","",""
"1446","1.3969","1.3969","1.3969","","",""
"1447","1.4756","1.4756","1.4756","","",""
"1448","1.4199","1.4199","1.4199","","",""
"1449","1.2985","1.2985","1.2985","","",""
"1450","1.4664","1.4664","1.4664","","",""
"1451","1.8829","1.8829","1.8829","","",""
"1452","1.3875","1.3875","1.3875","","",""
"1453","1.6757","1.6757","1.6757","","",""
"1454","0.6805","0.6805","0.6805","","",""
"1455","1.2995","1.2995","1.2995","","",""
"1456","1.2995","1.2995","1.2995","","",""
"1457","1.555","1.555","1.555","","",""
"1458","1.5336","1.5336","1.5336","","",""
"1459","1.1216","1.1216","1.1216","","",""
"1460","1.9505","1.9505","1.9505","","",""
"1461","1.1831","1.1831","1.1831","","",""
"1462","1.7218","1.7218","1.7218","","",""
"1463","1.3946","1.3946","1.3946","","",""
"1464","1.0736","1.0736","1.0736","","",""
"1465","1.8703","1.8703","1.8703","","",""
"1466","0.6016","0.6016","0.6016","","",""
"1467","0.9946","0.9946","0.9946","","",""
"1468","1.5972","1.5972","1.5972","","",""
"1469","1.6545","1.6545","1.6545","","",""
"1470","1.5562","1.5562","1.5562","","",""
"1471","1.4316","1.4316","1.4316","","",""
"1472","1.6879","1.6879","1.6879","","",""
"1473","1.4172","1.4172","1.4172","","",""
"1474","0.9453","0.9453","0.9453","","",""
"1475","1.8064","1.8064","1.8064","","",""
"1476","1.4592","1.4592","1.4592","","",""
"1477","1.4676","1.4676","1.4676","","",""
"1478","1.3014","1.3014","1.3014","","",""
"1479","1.3472","1.3472","1.3472","","",""
"1480","1.606","1.606","1.606","","",""
"1481","1.715","1.715","1.715","","",""
"1482","1.4612","1.4612","1.4612","","",""
"1483","1.5954","1.5954","1.5954","","",""
"1484","1.5922","1.5922","1.5922","","",""
"1485","1.5233","1.5233","1.5233","","",""
"1486","1.8031","1.8031","1.8031","","",""
"1487","0.9189","0.9189","0.9189","","",""
"1488","1.617","1.617","1.617","","",""
"1489","1.2764","1.2764","1.2764","","",""
"1490","0.4656","0.4656","0.4656","","",""
"1491","1.6538","1.6538","1.6538","","",""
"1492","0.8438","0.8438","0.8438","","",""
"1493","0.7418","0.7418","0.7418","","",""
"1494","1.2533","1.2533","1.2533","","",""
"1495","1.689","1.689","1.689","","",""
"1496","1.8833","1.8833","1.8833","","",""
"1497","1.4294","1.4294","1.4294","","",""
"1498","1.3499","1.3499","1.3499","","",""
"1499","1.4205","1.4205","1.4205","","",""
"1500","1.6884","1.6884","1.6884","","",""
"1501","0.5413","0.5413","0.5413","","",""
"1502","1.5589","1.5589","1.5589","","",""
"1503","2.0858","2.0858","2.0858","","",""
"1504","0.5966","0.5966","0.5966","","",""
"1505","1.6969","1.6969","1.6969","","",""
"1506","1.3432","1.3432","1.3432","","",""
"1507","1.6737","1.6737","1.6737","","",""
"1508","1.5479","1.5479","1.5479","","",""
"1509","1.6975","1.6975","1.6975","","",""
"1510","0.6679","0.6679","0.6679","","",""
"1511","1.6515","1.6515","1.6515","","",""
"1512","1.7802","1.7802","1.7802","","",""
"1513","1.5654","1.5654","1.5654","","",""
"1514","","","","1.6115214824676514","1.6115214824676514","1.6115214824676514"
"1515","1.8035","1.8035","1.8035","","",""
"1516","1.3002","1.3002","1.3002","","",""
"1517","1.6662","1.6662","1.6662","","",""
"1518","1.6185","1.6185","1.6185","","",""
"1519","1.1257","1.1257","1.1257","","",""
"1520","1.7672","1.7672","1.7672","","",""
"1521","1.4248","1.4248","1.4248","","",""
"1522","1.4896","1.4896","1.4896","","",""
"1523","1.5265","1.5265","1.5265","","",""
"1524","1.5654","1.5654","1.5654","","",""
"1525","0.589","0.589","0.589","","",""
"1526","1.3768","1.3768","1.3768","","",""
"1527","1.5877","1.5877","1.5877","","",""
"1528","0.7069","0.7069","0.7069","","",""
"1529","1.6987","1.6987","1.6987","","",""
"1530","1.3839","1.3839","1.3839","","",""
"1531","1.6171","1.6171","1.6171","","",""
"1532","0.7954","0.7954","0.7954","","",""
"1533","1.6393","1.6393","1.6393","","",""
"1534","1.3957","1.3957","1.3957","","",""
"1535","1.5105","1.5105","1.5105","","",""
"1536","1.2195","1.2195","1.2195","","",""
"1537","0.9294","0.9294","0.9294","","",""
"1538","1.4058","1.4058","1.4058","","",""
"1539","1.6097","1.6097","1.6097","","",""
"1540","1.3675","1.3675","1.3675","","",""
"1541","1.4993","1.4993","1.4993","","",""
"1542","1.6018","1.6018","1.6018","","",""
"1543","1.4978","1.4978","1.4978","","",""
"1544","1.7974","1.7974","1.7974","","",""
"1545","1.4165","1.4165","1.4165","","",""
"1546","1.5143","1.5143","1.5143","","",""
"1547","1.7247","1.7247","1.7247","","",""
"1548","0.6353","0.6353","0.6353","","",""
"1549","0.6156","0.6156","0.6156","","",""
"1550","1.5668","1.5668","1.5668","","",""
"1551","1.567","1.567","1.567","","",""
"1552","1.4427","1.4427","1.4427","","",""
"1553","1.7416","1.7416","1.7416","","",""
"1554","1.7532","1.7532","1.7532","","",""
"1555","1.5369","1.5369","1.5369","","",""
"1556","0.6401","0.6401","0.6401","","",""
"1557","1.1634","1.1634","1.1634","","",""
"1558","1.6474","1.6474","1.6474","","",""
"1559","1.1916","1.1916","1.1916","","",""
"1560","1.3176","1.3176","1.3176","","",""
"1561","1.5146","1.5146","1.5146","","",""
"1562","1.4707","1.4707","1.4707","","",""
"1563","1.3746","1.3746","1.3746","","",""
"1564","0.6044","0.6044","0.6044","","",""
"1565","1.2969","1.2969","1.2969","","",""
"1566","1.3949","1.3949","1.3949","","",""
"1567","1.3331","1.3331","1.3331","","",""
"1568","1.5619","1.5619","1.5619","","",""
"1569","1.2674","1.2674","1.2674","","",""
"1570","1.5134","1.5134","1.5134","","",""
"1571","1.1205","1.1205","1.1205","","",""
"1572","0.7864","0.7864","0.7864","","",""
"1573","1.3286","1.3286","1.3286","","",""
"1574","1.737","1.737","1.737","","",""
"1575","1.6407","1.6407","1.6407","","",""
"1576","1.7413","1.7413","1.7413","","",""
"1577","1.2449","1.2449","1.2449","","",""
"1578","1.7381","1.7381","1.7381","","",""
"1579","1.6743","1.6743","1.6743","","",""
"1580","0.6182","0.6182","0.6182","","",""
"1581","1.582","1.582","1.582","","",""
"1582","1.5407","1.5407","1.5407","","",""
"1583","1.5703","1.5703","1.5703","","",""
"1584","1.317","1.317","1.317","","",""
"1585","1.7025","1.7025","1.7025","","",""
"1586","1.4479","1.4479","1.4479","","",""
"1587","0.8616","0.8616","0.8616","","",""
"1588","1.7144","1.7144","1.7144","","",""
"1589","1.2301","1.2301","1.2301","","",""
"1590","1.0984","1.0984","1.0984","","",""
"1591","1.3254","1.3254","1.3254","","",""
"1592","1.2069","1.2069","1.2069","","",""
"1593","1.0422","1.0422","1.0422","","",""
"1594","1.7944","1.7944","1.7944","","",""
"1595","1.4876","1.4876","1.4876","","",""
"1596","1.2469","1.2469","1.2469","","",""
"1597","0.6033","0.6033","0.6033","","",""
"1598","1.1012","1.1012","1.1012","","",""
"1599","0.6779","0.6779","0.6779","","",""
"1600","1.6894","1.6894","1.6894","","",""
"1601","1.4335","1.4335","1.4335","","",""
"1602","1.6769","1.6769","1.6769","","",""
"1603","1.3353","1.3353","1.3353","","",""
"1604","1.6049","1.6049","1.6049","","",""
"1605","1.7027","1.7027","1.7027","","",""
"1606","1.1087","1.1087","1.1087","","",""
"1607","1.6313","1.6313","1.6313","","",""
"1608","1.6926","1.6926","1.6926","","",""
"1609","0.4551","0.4551","0.4551","","",""
"1610","0.6852","0.6852","0.6852","","",""
"1611","0.8194","0.8194","0.8194","","",""
"1612","1.2406","1.2406","1.2406","","",""
"1613","1.6661","1.6661","1.6661","","",""
"1614","1.9015","1.9015","1.9015","","",""
"1615","","","","1.6074081659317017","1.6074081659317017","1.6074081659317017"
"1616","1.4271","1.4271","1.4271","","",""
"1617","1.3819","1.3819","1.3819","","",""
"1618","1.4518","1.4518","1.4518","","",""
"1619","1.7759","1.7759","1.7759","","",""
"1620","1.4374","1.4374","1.4374","","",""
"1621","1.7539","1.7539","1.7539","","",""
"1622","1.2736","1.2736","1.2736","","",""
"1623","1.3892","1.3892","1.3892","","",""
"1624","1.5254","1.5254","1.5254","","",""
"1625","1.5947","1.5947","1.5947","","",""
"1626","0.78","0.78","0.78","","",""
"1627","1.6156","1.6156","1.6156","","",""
"1628","1.5237","1.5237","1.5237","","",""
"1629","1.5589","1.5589","1.5589","","",""
"1630","0.9348","0.9348","0.9348","","",""
"1631","0.6725","0.6725","0.6725","","",""
"1632","0.628","0.628","0.628","","",""
"1633","1.9957","1.9957","1.9957","","",""
"1634","1.5317","1.5317","1.5317","","",""
"1635","1.2199","1.2199","1.2199","","",""
"1636","0.6829","0.6829","0.6829","","",""
"1637","1.2443","1.2443","1.2443","","",""
"1638","1.627","1.627","1.627","","",""
"1639","1.2628","1.2628","1.2628","","",""
"1640","0.6557","0.6557","0.6557","","",""
"1641","1.5578","1.5578","1.5578","","",""
"1642","1.3252","1.3252","1.3252","","",""
"1643","1.6111","1.6111","1.6111","","",""
"1644","1.6832","1.6832","1.6832","","",""
"1645","1.4856","1.4856","1.4856","","",""
"1646","0.8466","0.8466","0.8466","","",""
"1647","1.2545","1.2545","1.2545","","",""
"1648","0.5896","0.5896","0.5896","","",""
"1649","1.6648","1.6648","1.6648","","",""
"1650","1.535","1.535","1.535","","",""
"1651","1.3438","1.3438","1.3438","","",""
"1652","1.4766","1.4766","1.4766","","",""
"1653","1.9535","1.9535","1.9535","","",""
"1654","1.3977","1.3977","1.3977","","",""
"1655","1.4707","1.4707","1.4707","","",""
"1656","1.3494","1.3494","1.3494","","",""
"1657","2.097","2.097","2.097","","",""
"1658","1.6217","1.6217","1.6217","","",""
"1659","1.1245","1.1245","1.1245","","",""
"1660","1.6287","1.6287","1.6287","","",""
"1661","0.8277","0.8277","0.8277","","",""
"1662","1.682","1.682","1.682","","",""
"1663","1.6922","1.6922","1.6922","","",""
"1664","1.3709","1.3709","1.3709","","",""
"1665","1.099","1.099","1.099","","",""
"1666","1.7522","1.7522","1.7522","","",""
"1667","0.8364","0.8364","0.8364","","",""
"1668","1.1814","1.1814","1.1814","","",""
"1669","1.5474","1.5474","1.5474","","",""
"1670","1.7397","1.7397","1.7397","","",""
"1671","0.8873","0.8873","0.8873","","",""
"1672","1.6667","1.6667","1.6667","","",""
"1673","0.8366","0.8366","0.8366","","",""
"1674","1.352","1.352","1.352","","",""
"1675","1.2175","1.2175","1.2175","","",""
"1676","1.6483","1.6483","1.6483","","",""
"1677","1.456","1.456","1.456","","",""
"1678","1.4903","1.4903","1.4903","","",""
"1679","1.2797","1.2797","1.2797","","",""
"1680","1.6333","1.6333","1.6333","","",""
"1681","1.2997","1.2997","1.2997","","",""
"1682","1.052","1.052","1.052","","",""
"1683","1.0787","1.0787","1.0787","","",""
"1684","0.8709","0.8709","0.8709","","",""
"1685","1.976","1.976","1.976","","",""
"1686","1.5198","1.5198","1.5198","","",""
"1687","1.7213","1.7213","1.7213","","",""
"1688","1.9558","1.9558","1.9558","","",""
"1689","0.7899","0.7899","0.7899","","",""
"1690","1.4027","1.4027","1.4027","","",""
"1691","0.8073","0.8073","0.8073","","",""
"1692","0.6277","0.6277","0.6277","","",""
"1693","1.4597","1.4597","1.4597","","",""
"1694","1.4016","1.4016","1.4016","","",""
"1695","0.6827","0.6827","0.6827","","",""
"1696","1.5283","1.5283","1.5283","","",""
"1697","0.8029","0.8029","0.8029","","",""
"1698","1.657","1.657","1.657","","",""
"1699","1.3656","1.3656","1.3656","","",""
"1700","1.363","1.363","1.363","","",""
"1701","0.8781","0.8781","0.8781","","",""
"1702","1.5469","1.5469","1.5469","","",""
"1703","1.4688","1.4688","1.4688","","",""
"1704","1.1803","1.1803","1.1803","","",""
"1705","2.1052","2.1052","2.1052","","",""
"1706","1.3901","1.3901","1.3901","","",""
"1707","1.4846","1.4846","1.4846","","",""
"1708","1.7058","1.7058","1.7058","","",""
"1709","0.5688","0.5688","0.5688","","",""
"1710","1.8063","1.8063","1.8063","","",""
"1711","1.5942","1.5942","1.5942","","",""
"1712","1.6623","1.6623","1.6623","","",""
"1713","1.0301","1.0301","1.0301","","",""
"1714","0.6618","0.6618","0.6618","","",""
"1715","1.5971","1.5971","1.5971","","",""
"1716","","","","1.6046358346939087","1.6046358346939087","1.6046358346939087"
"1717","1.1161","1.1161","1.1161","","",""
"1718","1.6324","1.6324","1.6324","","",""
"1719","1.5716","1.5716","1.5716","","",""
"1720","1.3657","1.3657","1.3657","","",""
"1721","1.7832","1.7832","1.7832","","",""
"1722","1.8959","1.8959","1.8959","","",""
"1723","1.5326","1.5326","1.5326","","",""
"1724","1.428","1.428","1.428","","",""
"1725","1.4485","1.4485","1.4485","","",""
"1726","1.6717","1.6717","1.6717","","",""
"1727","1.4375","1.4375","1.4375","","",""
"1728","1.6596","1.6596","1.6596","","",""
"1729","1.5326","1.5326","1.5326","","",""
"1730","1.437","1.437","1.437","","",""
"1731","1.3751","1.3751","1.3751","","",""
"1732","1.2406","1.2406","1.2406","","",""
"1733","0.7263","0.7263","0.7263","","",""
"1734","0.7946","0.7946","0.7946","","",""
"1735","0.6236","0.6236","0.6236","","",""
"1736","1.5537","1.5537","1.5537","","",""
"1737","1.7853","1.7853","1.7853","","",""
"1738","0.8506","0.8506","0.8506","","",""
"1739","1.6123","1.6123","1.6123","","",""
"1740","1.4936","1.4936","1.4936","","",""
"1741","0.9259","0.9259","0.9259","","",""
"1742","1.2836","1.2836","1.2836","","",""
"1743","1.5655","1.5655","1.5655","","",""
"1744","1.6795","1.6795","1.6795","","",""
"1745","0.9706","0.9706","0.9706","","",""
"1746","1.6293","1.6293","1.6293","","",""
"1747","1.3584","1.3584","1.3584","","",""
"1748","1.6316","1.6316","1.6316","","",""
"1749","1.6697","1.6697","1.6697","","",""
"1750","1.5265","1.5265","1.5265","","",""
"1751","1.5","1.5","1.5","","",""
"1752","1.3973","1.3973","1.3973","","",""
"1753","0.9965","0.9965","0.9965","","",""
"1754","1.4325","1.4325","1.4325","","",""
"1755","1.8069","1.8069","1.8069","","",""
"1756","1.5679","1.5679","1.5679","","",""
"1757","1.5816","1.5816","1.5816","","",""
"1758","1.3005","1.3005","1.3005","","",""
"1759","0.6794","0.6794","0.6794","","",""
"1760","1.5559","1.5559","1.5559","","",""
"1761","1.1825","1.1825","1.1825","","",""
"1762","1.7982","1.7982","1.7982","","",""
"1763","1.5621","1.5621","1.5621","","",""
"1764","1.1959","1.1959","1.1959","","",""
"1765","1.3096","1.3096","1.3096","","",""
"1766","1.4522","1.4522","1.4522","","",""
"1767","0.9183","0.9183","0.9183","","",""
"1768","1.421","1.421","1.421","","",""
"1769","1.6679","1.6679","1.6679","","",""
"1770","1.5602","1.5602","1.5602","","",""
"1771","1.921","1.921","1.921","","",""
"1772","1.7488","1.7488","1.7488","","",""
"1773","1.1892","1.1892","1.1892","","",""
"1774","1.2549","1.2549","1.2549","","",""
"1775","2.0669","2.0669","2.0669","","",""
"1776","1.3651","1.3651","1.3651","","",""
"1777","1.869","1.869","1.869","","",""
"1778","1.4609","1.4609","1.4609","","",""
"1779","1.4528","1.4528","1.4528","","",""
"1780","0.9159","0.9159","0.9159","","",""
"1781","1.9035","1.9035","1.9035","","",""
"1782","1.3916","1.3916","1.3916","","",""
"1783","0.921","0.921","0.921","","",""
"1784","1.4093","1.4093","1.4093","","",""
"1785","1.2898","1.2898","1.2898","","",""
"1786","1.3613","1.3613","1.3613","","",""
"1787","1.3337","1.3337","1.3337","","",""
"1788","1.3109","1.3109","1.3109","","",""
"1789","1.59","1.59","1.59","","",""
"1790","1.1911","1.1911","1.1911","","",""
"1791","0.891","0.891","0.891","","",""
"1792","1.8359","1.8359","1.8359","","",""
"1793","1.6958","1.6958","1.6958","","",""
"1794","1.8714","1.8714","1.8714","","",""
"1795","1.1854","1.1854","1.1854","","",""
"1796","1.6065","1.6065","1.6065","","",""
"1797","1.5444","1.5444","1.5444","","",""
"1798","1.6251","1.6251","1.6251","","",""
"1799","0.8744","0.8744","0.8744","","",""
"1800","1.6179","1.6179","1.6179","","",""
"1801","1.5413","1.5413","1.5413","","",""
"1802","1.4498","1.4498","1.4498","","",""
"1803","1.6336","1.6336","1.6336","","",""
"1804","1.6092","1.6092","1.6092","","",""
"1805","1.4018","1.4018","1.4018","","",""
"1806","1.442","1.442","1.442","","",""
"1807","0.6906","0.6906","0.6906","","",""
"1808","1.3608","1.3608","1.3608","","",""
"1809","0.9989","0.9989","0.9989","","",""
"1810","1.3085","1.3085","1.3085","","",""
"1811","1.3164","1.3164","1.3164","","",""
"1812","0.9966","0.9966","0.9966","","",""
"1813","1.3641","1.3641","1.3641","","",""
"1814","1.7152","1.7152","1.7152","","",""
"1815","1.6131","1.6131","1.6131","","",""
"1816","0.6752","0.6752","0.6752","","",""
"1817","","","","1.6025675535202026","1.6025675535202026","1.6025675535202026"
"1818","0.6719","0.6719","0.6719","","",""
"1819","1.4768","1.4768","1.4768","","",""
"1820","1.6103","1.6103","1.6103","","",""
"1821","1.4522","1.4522","1.4522","","",""
"1822","1.4111","1.4111","1.4111","","",""
"1823","1.9292","1.9292","1.9292","","",""
"1824","1.3467","1.3467","1.3467","","",""
"1825","0.8966","0.8966","0.8966","","",""
"1826","1.4183","1.4183","1.4183","","",""
"1827","1.2812","1.2812","1.2812","","",""
"1828","0.5616","0.5616","0.5616","","",""
"1829","1.0701","1.0701","1.0701","","",""
"1830","1.308","1.308","1.308","","",""
"1831","1.5949","1.5949","1.5949","","",""
"1832","1.7789","1.7789","1.7789","","",""
"1833","1.9283","1.9283","1.9283","","",""
"1834","1.5762","1.5762","1.5762","","",""
"1835","1.5448","1.5448","1.5448","","",""
"1836","0.6459","0.6459","0.6459","","",""
"1837","1.5963","1.5963","1.5963","","",""
"1838","1.6142","1.6142","1.6142","","",""
"1839","1.284","1.284","1.284","","",""
"1840","1.5725","1.5725","1.5725","","",""
"1841","1.7289","1.7289","1.7289","","",""
"1842","1.7267","1.7267","1.7267","","",""
"1843","1.6875","1.6875","1.6875","","",""
"1844","1.5787","1.5787","1.5787","","",""
"1845","1.4413","1.4413","1.4413","","",""
"1846","1.4695","1.4695","1.4695","","",""
"1847","1.3284","1.3284","1.3284","","",""
"1848","1.7613","1.7613","1.7613","","",""
"1849","0.5601","0.5601","0.5601","","",""
